transaction_id,date,description,amount,type,is_salary,is_recurring_debit
TX-TC017-1,2026-06-05,ACME CORP SALARY CREDIT,9200.0,CREDIT,True,False
TX-TC017-2,2026-06-10,RECURRING EMI AUTO-DEBIT,-700.0,DEBIT,False,True
TX-TC017-3,2026-06-15,UTILITY & BILL PAYMENT,-450.0,DEBIT,False,True
TX-TC017-4,2026-06-20,GROCERY & SUPERMARKET,-650.0,DEBIT,False,False
TX-TC017-5,2026-07-05,ACME CORP SALARY CREDIT,9200.0,CREDIT,True,False
TX-TC017-6,2026-07-10,RECURRING EMI AUTO-DEBIT,-700.0,DEBIT,False,True
TX-TC017-7,2026-07-15,UTILITY & BILL PAYMENT,-450.0,DEBIT,False,True
TX-TC017-8,2026-07-20,GROCERY & SUPERMARKET,-650.0,DEBIT,False,False
TX-TC017-9,2026-07-05,ACME CORP SALARY CREDIT,9200.0,CREDIT,True,False
TX-TC017-10,2026-07-10,RECURRING EMI AUTO-DEBIT,-700.0,DEBIT,False,True
TX-TC017-11,2026-07-15,UTILITY & BILL PAYMENT,-450.0,DEBIT,False,True
TX-TC017-12,2026-07-20,GROCERY & SUPERMARKET,-650.0,DEBIT,False,False
